,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2020-03-04,386.33,456.79,236.43,90.0992431640625,101.5184326171875,532.97,778.61,212.61244201660156,122.60562896728516,116.35202026367188,154.16000366210938,964.23,1386.45,346.78,327.93,355.04,612.97,15.04800033569336,283.57
2020-03-05,384.69,455.47,236.33,87.25572967529297,101.61009216308594,531.18,774.07,206.15280151367188,123.11134338378906,116.30839538574219,157.49000549316406,919.22,1352.32,342.47,327.92,350.31,583.46,14.664999961853027,283.53
2020-03-06,,,,85.41129302978516,101.63763427734375,,,202.67454528808594,123.57025146484375,117.11962127685547,157.5500030517578,,,,,,,13.403200149536133,
2020-03-08,381.51,454.32,235.2,,,529.69,771.07,,,,,787.17,1293.5,331.99,327.69,337.06,500.1,,283.34
2020-03-09,375.87,452.05,233.92,78.92691802978516,101.7018051147461,526.79,764.0,188.59588623046875,124.1415786743164,114.2760238647461,157.80999755859375,643.71,1203.55,319.42,327.51,322.19,412.98,10.32450008392334,282.74
2020-03-10,,,,84.1912612915039,101.64676666259766,,,198.8650360107422,123.46722412109375,111.70285034179688,154.47999572753906,,,,,,,11.3100004196167,
2020-03-11,369.92,447.38,233.61,80.21417999267578,101.66507720947266,520.38,746.95,190.20347595214844,123.17695617675781,108.03058624267578,153.92999267578125,578.69,1166.99,320.79,327.46,323.33,381.92,10.939599990844727,283.04
2020-03-12,361.5,443.34,231.71,72.38489532470703,101.68344116210938,515.08,734.15,172.763427734375,123.31742858886719,102.87548065185547,147.7899932861328,507.3,1063.39,310.19,327.13,310.02,334.92,10.430800437927246,282.48
2020-03-13,,,,80.87702178955078,101.63763427734375,,,187.39747619628906,122.73670196533203,107.33275604248047,143.27999877929688,,,,,,,10.921299934387207,
2020-03-15,361.85,443.69,231.82,,,515.61,735.29,,,,,535.21,1064.78,306.36,327.17,305.16,349.57,,282.3
2020-03-16,357.93,441.8,231.81,69.70466613769531,101.66507720947266,513.24,730.44,164.94952392578125,124.01049041748047,105.8062973022461,141.63999938964844,483.14,1004.09,299.9,326.93,298.81,319.65,9.74470043182373,281.69
2020-03-17,353.57,438.98,231.35,74.4502944946289,101.67428588867188,509.4,719.86,177.45957946777344,122.65245056152344,101.47112274169922,143.55999755859375,579.15,1011.61,295.72,326.89,294.55,370.93,9.350000381469727,281.76
2020-03-18,344.88,434.06,230.28,71.64520263671875,101.7842788696289,502.72,702.92,172.0619354248047,121.85635375976562,96.39452362060547,140.6999969482422,523.13,950.25,293.55,326.64,293.22,337.88,8.359999656677246,281.79
2020-03-19,342.74,434.66,230.33,71.90458679199219,101.75677490234375,503.48,703.54,173.0947265625,122.11859130859375,91.6319351196289,138.0399932861328,583.36,1001.51,303.28,327.26,302.08,377.03,9.262700080871582,281.98
2020-03-20,,,,68.60955047607422,101.7842788696289,,,166.31356811523438,123.57962799072266,93.10604858398438,140.11000061035156,,,,,,,8.920000076293945,
2020-03-22,340.8,432.48,229.86,,,500.29,695.68,,,,,559.85,960.15,298.73,326.98,297.87,363.68,,282.72
2020-03-23,349.27,438.28,231.54,67.98281860351562,101.75677490234375,508.36,715.95,166.4336700439453,124.46001434326172,99.98827362060547,146.3000030517578,522.67,956.66,299.92,327.03,299.78,346.67,8.15999984741211,281.94
2020-03-24,354.91,440.49,231.89,74.94525909423828,101.79345703125,511.37,723.83,179.3218536376953,123.86994934082031,102.03807830810547,153.39999389648438,562.03,1039.27,309.68,326.99,309.64,375.2,9.123600006103516,281.85
2020-03-25,360.07,441.29,232.15,74.84870147705078,101.82095336914062,512.43,726.65,177.9939727783203,123.90745544433594,106.92280578613281,151.3000030517578,574.01,1071.52,312.09,326.98,313.72,378.18,9.58590030670166,281.89
2020-03-26,363.76,441.31,232.58,79.48390197753906,101.80262756347656,512.45,726.69,187.36721801757812,124.15092468261719,107.010009765625,153.24000549316406,607.66,1115.2,313.98,327.02,316.4,397.47,9.405599594116211,281.97
2020-03-27,,,,75.89160919189453,101.80262756347656,,,180.92311096191406,124.61920166015625,106.79195404052734,152.25,,,,,,,9.399999618530273,
2020-03-29,362.83,439.91,231.98,,,510.53,721.79,,,,,598.4,1102.68,313.59,327.02,316.8,392.55,,282.06
2020-03-30,361.09,438.36,231.7,79.08797454833984,101.7751235961914,508.43,716.41,187.50389099121094,124.63796997070312,108.0916519165039,152.9199981689453,589.05,1123.32,317.79,327.04,322.29,388.51,9.409700393676758,282.08
2020-03-31,362.71,438.64,231.89,77.6104965209961,101.7751235961914,508.74,717.13,185.9026336669922,124.88142395019531,107.7340087890625,148.0500030517578,614.02,1161.75,321.17,327.11,325.0,407.38,9.350000381469727,282.29
2020-04-01,361.82,438.02,231.78,73.91201782226562,101.80632019042969,507.98,715.4,178.00375366210938,124.97714233398438,106.1687240600586,149.4499969482422,617.29,1134.81,319.25,326.99,323.93,412.71,9.0,282.03
2020-04-02,362.49,438.53,231.84,75.64054870605469,101.80632019042969,508.6,716.7,181.6163330078125,124.89271545410156,106.44853973388672,151.89999389648438,658.07,1156.17,319.18,327.14,322.87,445.26,9.800200462341309,282.26
2020-04-03,,,,74.4720687866211,101.76961517333984,,,179.0386962890625,124.91146087646484,105.89761352539062,152.64999389648438,,,,,,,10.225700378417969,
2020-04-05,362.93,439.1,232.25,,,509.4,718.49,,,,,679.79,1135.27,318.08,327.27,321.7,460.99,,282.14
2020-04-06,369.27,445.1,233.41,80.826171875,101.77879333496094,517.43,737.18,191.8390350341797,124.61138916015625,107.98757934570312,156.8800048828125,774.41,1200.42,322.65,327.86,324.72,516.31,10.377400398254395,282.15
2020-04-07,369.68,445.08,233.14,80.10189819335938,101.82469940185547,517.34,737.29,191.76092529296875,124.40514373779297,108.15376281738281,156.0399932861328,877.81,1261.53,327.39,327.84,330.41,575.43,10.51140022277832,282.38
2020-04-08,,,,82.2553482055664,101.76961517333984,,,195.83245849609375,124.42379760742188,110.10379028320312,154.64999389648438,,,,,,,10.410499572753906,
2020-04-09,,,,82.27466583251953,101.78792572021484,,,196.11558532714844,124.6864013671875,115.2806396484375,158.69000244140625,,,,,,,10.399499893188477,
2020-04-12,371.54,446.16,233.11,,,518.8,740.86,,,,,922.53,1280.92,329.56,327.89,331.73,597.85,,282.32
2020-04-13,372.24,447.43,233.06,82.45814514160156,101.77879333496094,520.46,745.38,198.23428344726562,124.5551986694336,114.16132354736328,161.41000366210938,932.4,1262.08,329.62,327.91,331.97,610.23,10.799400329589844,282.47
2020-04-14,,,,85.91522216796875,101.79714965820312,,,206.8557586669922,124.7145767211914,113.60164642333984,162.67999267578125,,,,,,,10.693099975585938,
2020-04-15,,,,84.04183197021484,101.78792572021484,,,204.48313903808594,125.13651275634766,114.36247253417969,161.85000610351562,,,,,,,10.077199935913086,
2020-04-16,375.4,448.71,234.23,85.06542205810547,101.79714965820312,522.18,749.77,208.21290588378906,125.13651275634766,113.79405212402344,161.7100067138672,847.16,1246.67,329.44,327.89,332.76,563.44,9.951800346374512,282.47
2020-04-17,,,,86.19525146484375,101.79714965820312,,,210.2047119140625,125.00523376464844,114.1700668334961,158.57000732421875,,,,,,,9.908300399780273,
2020-04-19,375.15,448.71,233.7,,,522.18,749.84,,,,,881.78,1314.03,331.49,327.95,334.51,583.6,,282.47
2020-04-20,375.04,447.91,233.37,84.8143539428711,101.80632019042969,521.08,746.94,207.71498107910156,125.10834503173828,113.52297973632812,159.6999969482422,860.68,1291.69,331.22,327.96,334.11,568.08,9.521100044250488,282.54
2020-04-21,373.06,447.08,233.2,81.26070404052734,101.80632019042969,519.92,744.19,200.0503692626953,125.20213317871094,113.12068939208984,158.61000061035156,771.81,1267.33,329.4,327.86,331.87,518.13,7.667799949645996,282.71
2020-04-22,372.91,446.95,232.86,84.38946533203125,101.80632019042969,519.77,743.75,205.98678588867188,125.0240478515625,113.190673828125,161.72999572753906,798.17,1275.25,328.51,327.9,330.55,534.69,8.050000190734863,282.65
2020-04-23,372.56,447.12,232.73,83.81005096435547,101.78792572021484,519.97,744.21,205.54739379882812,125.0240478515625,113.6716079711914,163.33999633789062,830.09,1289.93,329.42,327.94,331.58,555.75,8.187299728393555,282.77
2020-04-24,,,,85.58689880371094,101.80632019042969,,,208.78900146484375,125.05210876464844,113.59291076660156,162.63999938964844,,,,,,,8.109999656677246,
2020-04-26,373.01,447.69,232.81,,,520.71,746.07,,,,,833.12,1330.34,331.01,327.94,333.17,560.13,,282.8
2020-04-27,373.65,447.78,232.64,86.3207778930664,101.77879333496094,520.86,746.34,210.46835327148438,124.7989501953125,112.67474365234375,161.55999755859375,810.77,1346.35,332.44,327.96,334.67,543.71,7.460000038146973,282.66
2020-04-28,,,,85.1716537475586,101.80632019042969,,,206.5042724609375,125.0240478515625,112.98077392578125,160.83999633789062,,,,,,,7.470200061798096,
2020-04-29,,,,88.66736602783203,101.77879333496094,,,213.8271026611328,125.08023834228516,113.7241439819336,161.72999572753906,,,,,,,7.829800128936768,
2020-04-30,372.25,447.1,232.59,88.27143859863281,101.79714965820312,519.93,743.53,213.7392578125,125.0333251953125,112.95457458496094,158.8000030517578,842.17,1367.69,334.62,328.02,336.66,563.53,8.359800338745117,282.8
2020-05-01,,,,85.84761810302734,101.79806518554688,,,207.71498107910156,125.03804779052734,112.50748443603516,159.77999877929688,,,,,,,8.119999885559082,
2020-05-03,370.26,446.1,232.53,,,518.6,740.21,,,,,822.55,1338.54,333.38,328.01,335.33,551.73,,282.81
2020-05-04,370.21,445.44,232.43,86.98712158203125,101.78885650634766,517.77,738.23,210.13641357421875,125.06619262695312,112.68280029296875,160.33999633789062,789.11,1322.49,331.85,327.98,333.87,527.53,8.369999885559082,282.66
2020-05-05,370.94,445.47,232.79,88.18453979492188,101.79806518554688,517.8,738.61,212.51873779296875,125.03804779052734,112.53376770019531,161.02000427246094,803.06,1362.05,331.96,328.04,333.98,539.99,9.149999618530273,282.7
2020-05-06,370.48,445.14,232.9,88.87014770507812,101.77970123291016,517.32,736.94,213.8271026611328,124.95362091064453,111.27143096923828,158.9499969482422,772.12,1357.03,332.08,328.11,334.54,520.43,8.875,282.84
2020-05-07,370.65,445.84,233.07,90.20277404785156,101.77970123291016,518.27,739.22,216.58047485351562,125.36656188964844,111.5694580078125,161.38999938964844,760.56,1357.43,333.34,328.12,336.08,514.74,8.586999893188477,282.74
2020-05-08,,,,91.52571868896484,101.78885650634766,,,219.54872131347656,125.23515319824219,111.03472137451172,160.4199981689453,,,,,,,9.194999694824219,
2020-05-10,371.56,446.95,233.23,,,519.72,743.1,,,,,778.11,1394.35,334.87,328.13,337.48,529.51,,282.77
2020-05-11,372.03,447.42,233.12,92.13410186767578,101.7705078125,520.32,744.76,221.5111846923828,125.06619262695312,110.0616683959961,159.4199981689453,763.67,1386.12,335.22,328.07,337.76,521.09,8.904999732971191,282.87
2020-05-12,372.0,447.68,232.94,90.23174285888672,101.77970123291016,520.63,745.5,216.8734130859375,125.21641540527344,111.12239074707031,160.0399932861328,749.64,1371.52,335.62,328.09,338.53,513.53,8.793499946594238,282.99
2020-05-13,372.25,448.02,232.93,88.6770248413086,101.77970123291016,521.09,746.73,214.1590576171875,125.30087280273438,111.3766098022461,161.5800018310547,716.44,1341.87,334.51,328.09,337.58,486.13,8.604399681091309,282.91
2020-05-14,371.94,448.41,232.96,89.80685424804688,101.78885650634766,521.64,748.2,216.5902557373047,125.3759994506836,112.29707336425781,163.00999450683594,669.9,1279.79,331.92,328.06,334.65,452.93,9.024999618530273,282.82
2020-05-15,,,,90.26072692871094,101.79806518554688,,,217.99627685546875,125.36656188964844,112.69159698486328,163.92999267578125,,,,,,,9.239999771118164,
2020-05-17,373.22,448.13,233.98,,,521.17,747.16,,,,,722.06,1326.43,333.59,328.01,336.46,482.65,,283.23
2020-05-18,374.69,448.02,234.54,92.47208404541016,101.79806518554688,521.01,746.59,222.05796813964844,125.05677795410156,113.33150482177734,162.69000244140625,755.82,1354.52,335.47,328.09,338.6,506.28,10.140000343322754,283.29
2020-05-19,375.08,448.1,234.86,92.13410186767578,101.79806518554688,521.11,746.81,221.50148010253906,125.22574615478516,113.41918182373047,164.25999450683594,739.68,1359.79,335.78,328.09,339.01,496.65,10.050000190734863,283.29
2020-05-20,375.68,448.53,235.07,94.15234375,101.79806518554688,521.71,748.19,225.9244384765625,125.23515319824219,114.66397857666016,164.64999389648438,755.44,1363.94,336.51,328.15,339.72,507.5,10.520000457763672,283.07
2020-05-21,376.72,448.45,235.42,92.83904266357422,101.78885650634766,521.57,747.76,223.46397399902344,125.24458312988281,114.57633209228516,162.25,726.17,1356.31,336.0,328.15,339.7,491.76,10.699299812316895,283.24
2020-05-22,,,,93.177001953125,101.79806518554688,,,224.23533630371094,125.28206634521484,114.57633209228516,163.2100067138672,,,,,,,10.484999656677246,
2020-05-24,377.29,448.53,235.67,,,521.69,748.06,,,,,706.29,1367.54,336.54,328.16,340.42,477.81,,283.21
2020-05-25,377.98,448.53,235.9,,,521.71,748.12,,,,,700.76,1368.05,337.27,328.16,341.19,470.84,,283.09
2020-05-26,378.99,448.74,235.98,93.08045196533203,101.78885650634766,521.96,748.61,223.6299285888672,125.23515319824219,114.4185562133789,160.88999938964844,693.15,1357.99,337.88,328.17,342.44,463.46,10.729900360107422,283.16
2020-05-27,378.25,448.55,235.87,93.61156463623047,101.77970123291016,521.62,747.75,224.85043334960938,125.24458312988281,114.89192962646484,161.17999267578125,678.93,1346.0,336.91,328.17,342.1,453.71,10.371100425720215,283.63
2020-05-28,,,,93.42809295654297,101.78885650634766,,,224.55751037597656,125.23515319824219,114.98833465576172,161.72000122070312,,,,,,,10.449999809265137,
2020-05-29,,,,94.606201171875,101.7705078125,,,227.84788513183594,125.43225860595703,115.7335205078125,162.91000366210938,,,,,,,10.952500343322754,
2020-05-31,377.83,448.72,235.87,,,521.81,748.22,,,,,654.02,1330.89,335.4,328.19,340.06,436.92,,283.8
2020-06-01,378.31,448.58,235.91,94.57725524902344,101.78062438964844,521.65,747.77,228.53140258789062,125.39839935302734,115.68255615234375,163.66000366210938,653.29,1331.35,335.56,328.16,339.7,439.67,10.0600004196167,283.7
2020-06-02,377.88,448.31,235.88,95.46566772460938,101.78062438964844,521.31,746.81,230.06431579589844,125.31391143798828,116.0516586303711,162.60000610351562,632.16,1332.87,335.23,328.16,339.66,428.29,11.420000076293945,283.61
2020-06-03,377.81,448.24,236.03,96.20921325683594,101.77142333984375,521.2,746.37,231.09925842285156,125.01322174072266,115.9813003540039,159.60000610351562,636.85,1324.91,334.4,328.15,337.91,432.28,11.33080005645752,283.74
2020-06-04,378.37,447.93,236.22,95.41736602783203,101.76224517822266,520.8,745.27,229.47848510742188,124.82536315917969,115.62982177734375,161.27999877929688,647.98,1332.24,335.19,328.16,338.81,438.74,11.489999771118164,283.73
2020-06-05,,,,97.9281005859375,101.76224517822266,,,234.0283660888672,124.52474975585938,116.22737121582031,158.00999450683594,,,,,,,12.191499710083008,
2020-06-08,378.06,446.99,236.3,98.42058563232422,101.76224517822266,519.58,742.22,235.84446716308594,124.59051513671875,116.6139907836914,159.72000122070312,678.08,1358.0,335.97,328.16,339.65,456.27,11.847000122070312,283.76
2020-06-09,379.19,447.61,236.22,98.88410949707031,101.76224517822266,520.39,743.93,237.5531005859375,124.84416961669922,116.36798858642578,161.25999450683594,657.68,1355.06,336.05,328.17,340.23,442.85,12.006199836730957,283.7
2020-06-10,379.85,448.05,236.0,100.535400390625,101.76224517822266,520.98,745.46,240.4041290283203,125.30452728271484,117.13249206542969,163.57000732421875,647.39,1362.85,336.2,328.18,340.64,432.46,12.020000457763672,283.64
2020-06-11,380.02,449.03,235.71,94.77037048339844,101.78062438964844,522.25,748.81,228.4923095703125,125.342041015625,115.7352523803711,162.38999938964844,615.74,1329.51,335.17,328.17,339.72,409.81,11.130000114440918,283.6
2020-06-12,,,,95.99678039550781,101.78062438964844,,,230.30838012695312,125.27632141113281,116.29765319824219,162.6199951171875,,,,,,,11.32960033416748,
2020-06-14,379.64,449.18,235.56,,,522.45,749.36,,,,,622.48,1325.87,334.37,328.22,338.69,414.16,,283.58
2020-06-15,379.25,449.46,235.5,96.9238052368164,101.76224517822266,522.79,750.29,233.11061096191406,125.2293701171875,117.94976806640625,162.3300018310547,606.23,1316.11,333.11,328.16,337.12,402.67,11.564299583435059,283.7
2020-06-16,378.4,449.78,234.8,98.9903335571289,101.76224517822266,523.37,751.39,237.11378479003906,125.17290496826172,117.62462615966797,162.25,615.68,1353.44,334.07,328.22,337.68,409.37,11.789999961853027,282.87
2020-06-17,378.61,450.67,234.61,98.97099304199219,101.76224517822266,524.39,753.91,237.8655548095703,125.2105712890625,117.39613342285156,162.55999755859375,617.7,1350.96,334.47,328.23,337.88,409.66,11.699999809265137,283.57
2020-06-18,378.63,451.06,234.39,99.41519927978516,101.77142333984375,524.95,755.4,238.5099639892578,125.26690673828125,117.6597900390625,162.24000549316406,611.02,1350.6,334.25,328.24,337.9,406.44,11.954700469970703,283.28
2020-06-19,,,,98.7295913696289,101.77142333984375,,,238.470947265625,125.30452728271484,117.7476577758789,164.02999877929688,,,,,,,12.15470027923584,
2020-06-21,377.96,451.29,234.43,,,525.2,756.11,,,,,583.16,1320.35,332.31,328.25,336.21,393.59,,283.55
2020-06-22,377.65,451.63,234.4,100.58973693847656,101.77142333984375,525.65,757.47,241.33079528808594,125.24811553955078,117.63343048095703,165.08999633789062,587.94,1309.3,332.66,328.21,336.54,399.29,12.399999618530273,283.47
2020-06-23,377.68,451.74,234.46,101.31599426269531,101.78062438964844,525.77,757.95,243.38479614257812,125.2950668334961,117.41368865966797,166.47999572753906,580.64,1309.1,333.6,328.23,337.71,394.33,12.357000350952148,283.53
2020-06-24,377.99,452.0,234.51,99.03074645996094,101.77142333984375,526.11,758.96,238.36724853515625,125.36090850830078,117.08854675292969,165.89999389648438,569.91,1283.08,332.37,328.23,336.29,387.59,11.619999885559082,283.55
2020-06-25,377.58,452.21,234.29,100.29924774169922,101.77142333984375,526.38,759.77,240.63636779785156,125.37966918945312,117.21163177490234,165.8000030517578,549.44,1270.88,330.75,328.25,334.49,374.96,12.014300346374512,283.52
2020-06-26,,,,98.3238525390625,101.78062438964844,,,234.9537811279297,125.53936767578125,117.3171157836914,166.5399932861328,,,,,,,11.748100280761719,
2020-06-28,376.05,452.43,233.84,,,526.67,760.61,,,,,532.09,1223.77,328.52,328.24,331.64,363.77,,283.54
2020-06-29,375.62,452.03,233.93,99.39871215820312,101.77142333984375,526.14,759.19,237.51629638671875,125.62389373779297,117.86189270019531,166.6300048828125,549.03,1235.67,327.48,328.28,330.06,369.61,12.124899864196777,283.58
2020-06-30,376.56,451.9,234.25,101.18041229248047,101.78980255126953,526.04,758.81,242.17198181152344,125.5769271850586,118.19585418701172,167.3699951171875,594.06,1261.53,327.47,328.28,329.07,390.18,12.087300300598145,283.23
2020-07-01,375.97,451.57,234.22,101.34503936767578,101.77142333984375,525.52,757.41,244.9986114501953,125.45843505859375,118.66262817382812,166.6199951171875,595.11,1299.51,329.33,328.27,330.8,392.96,12.16469955444336,283.67
2020-07-02,375.97,451.82,234.4,101.93571472167969,101.77142333984375,525.85,758.19,246.66134643554688,125.57130432128906,118.95332336425781,166.97999572753906,610.83,1317.28,331.17,328.29,332.21,404.97,12.313400268554688,283.69
2020-07-05,375.59,452.26,234.32,,,526.43,759.53,,,,,598.81,1281.88,329.58,328.3,330.37,399.89,,283.62
2020-07-06,374.83,452.45,234.27,103.71744537353516,101.78062438964844,526.68,760.4,252.7254180908203,125.47730255126953,119.2616195678711,167.97999572753906,579.91,1298.16,334.04,328.3,335.24,390.56,12.454999923706055,283.61
2020-07-07,374.21,452.46,234.24,102.63290405273438,101.78062438964844,526.69,760.51,250.98443603515625,125.6089096069336,119.42017364501953,169.0399932861328,575.2,1279.17,337.68,328.24,339.65,386.83,12.375,283.6
2020-07-08,373.56,451.69,234.08,104.30812072753906,101.77142333984375,525.73,757.94,254.2903289794922,125.55249786376953,119.22642517089844,170.08999633789062,553.7,1255.05,335.44,328.3,336.87,375.29,12.5649995803833,283.46
2020-07-09,372.74,452.04,233.94,104.6857681274414,101.78062438964844,526.15,758.99,256.4323425292969,125.67472076416016,119.89581298828125,169.6300048828125,543.2,1260.86,333.92,328.28,335.31,367.6,12.135000228881836,283.58
2020-07-10,,,,104.6567153930664,101.78062438964844,,,258.18310546875,125.57130432128906,119.67559814453125,169.19000244140625,,,,,,,12.395000457763672,
2020-07-12,372.69,452.1,233.96,,,526.28,759.37,,,,,547.28,1277.11,334.49,328.26,335.61,371.67,,283.35
2020-07-13,371.84,451.61,233.92,102.48765563964844,101.78980255126953,525.61,757.58,252.87217712402344,125.62770080566406,119.35848999023438,169.39999389648438,569.26,1301.67,334.59,328.24,335.61,386.85,12.20419979095459,283.48
2020-07-14,371.86,452.2,233.74,103.66902923583984,101.78980255126953,526.37,759.67,254.66201782226562,125.59954071044922,120.05430603027344,170.19000244140625,564.12,1295.59,333.72,328.24,333.73,383.57,12.329999923706055,283.57
2020-07-15,372.37,452.29,233.68,104.23065185546875,101.78980255126953,526.45,759.76,255.18040466308594,125.6089096069336,120.29219055175781,170.33999633789062,587.51,1336.12,333.58,328.28,334.2,395.06,12.600000381469727,283.74
2020-07-16,371.43,452.58,233.53,102.9427719116211,101.78062438964844,526.83,760.71,253.4393768310547,125.67472076416016,120.62689208984375,168.72999572753906,592.33,1325.94,333.08,328.31,333.61,394.3,12.4399995803833,283.68
2020-07-17,,,,103.4463119506836,101.78062438964844,,,253.73291015625,125.65592193603516,120.95281219482422,170.1199951171875,,,,,,,12.454999923706055,
2020-07-19,370.04,451.94,233.48,,,526.01,758.53,,,,,596.96,1327.0,332.46,328.27,333.05,398.11,,283.68
2020-07-20,370.54,451.92,233.54,106.08982849121094,101.78980255126953,525.98,758.58,260.93145751953125,125.65592193603516,121.2874526977539,170.94000244140625,663.33,1341.62,332.64,328.26,332.76,443.69,12.461899757385254,283.71
2020-07-21,370.49,451.78,233.51,105.0246810913086,101.78980255126953,525.87,758.36,258.2124328613281,125.74055480957031,121.4460220336914,173.0,768.79,1376.61,334.13,328.23,333.84,512.04,12.784799575805664,283.31
2020-07-22,370.94,451.74,233.49,105.86711883544922,101.78062438964844,525.82,758.17,259.1220703125,125.73110961914062,121.84237670898438,175.6300048828125,723.58,1380.88,334.57,328.29,334.12,484.58,12.789999961853027,283.32
2020-07-23,371.43,451.94,233.4,103.1170883178711,101.78062438964844,526.02,758.66,252.35377502441406,125.73110961914062,121.93046569824219,177.17999267578125,685.52,1364.2,335.28,328.29,334.86,457.51,12.6181001663208,283.63
2020-07-24,,,,101.86792755126953,101.78062438964844,,,249.95745849609375,125.74993133544922,121.65744018554688,178.6999969482422,,,,,,,12.630000114440918,
2020-07-26,371.36,452.03,233.36,,,526.15,759.07,,,,,710.26,1350.45,335.51,328.28,335.19,470.0,,283.55
2020-07-27,371.83,451.94,233.38,103.47537231445312,101.78980255126953,526.06,758.84,254.41748046875,125.65592193603516,121.2874526977539,182.22999572753906,687.43,1352.58,335.75,328.26,335.44,454.2,12.765000343322754,283.41
2020-07-28,372.56,451.88,233.38,102.26496124267578,101.78980255126953,525.99,758.67,251.18006896972656,125.79694366455078,121.1641845703125,183.75,697.44,1359.95,335.72,328.29,335.52,457.77,12.580400466918945,283.34
2020-07-29,372.64,452.09,233.58,103.74649810791016,101.78062438964844,526.24,759.07,254.07521057128906,125.89096069335938,121.82478332519531,185.1300048828125,695.52,1357.7,335.95,328.3,336.23,454.1,12.580400466918945,283.46
2020-07-30,,,,104.32748413085938,101.78062438964844,,,255.40530395507812,126.00385284423828,121.69269561767578,183.75999450683594,,,,,,,12.580400466918945,
2020-07-31,,,,106.93228912353516,101.78980255126953,,,259.96319580078125,126.06023406982422,121.8600082397461,185.42999267578125,,,,,,,12.580400466918945,
2020-08-02,372.56,452.11,233.68,,,526.27,759.1,,,,,711.78,1366.12,336.82,328.36,336.79,467.64,,283.44
2020-08-03,372.03,451.64,233.65,109.5661392211914,101.79531860351562,525.68,757.66,263.4743957519531,126.04607391357422,122.02333068847656,185.63999938964844,711.58,1376.55,337.28,328.3,337.37,466.94,12.580400466918945,283.36
2020-08-04,372.55,451.86,233.56,109.84695434570312,101.79531860351562,525.96,758.5,264.45263671875,126.19666290283203,122.47347259521484,189.58999633789062,719.05,1386.32,338.03,328.25,337.9,471.21,12.580400466918945,283.36
2020-08-05,373.17,452.14,233.54,110.25363159179688,101.7861099243164,526.32,759.45,265.10784912109375,126.03668975830078,122.30575561523438,191.35000610351562,728.17,1412.31,338.92,328.27,338.57,476.76,12.580400466918945,283.42
2020-08-06,373.76,452.15,233.54,111.80298614501953,101.7861099243164,526.35,759.47,268.619140625,126.05554962158203,122.8265380859375,193.88999938964844,708.65,1401.92,339.11,328.27,338.59,467.18,12.580400466918945,283.36
2020-08-07,,,,110.13744354248047,101.7861099243164,,,265.5186462402344,125.96139526367188,122.4822769165039,190.80999755859375,,,,,,,12.580400466918945,
2020-08-09,373.3,451.87,233.52,,,525.99,758.54,,,,,713.81,1408.76,339.07,328.3,338.7,471.02,,283.33
2020-08-10,373.83,451.96,233.55,109.82759857177734,101.7861099243164,526.07,758.79,264.3841552734375,125.93318939208984,122.217529296875,190.14999389648438,720.61,1410.3,340.01,328.3,339.38,478.06,12.580400466918945,283.47
2020-08-11,374.12,451.64,233.54,107.8521957397461,101.7861099243164,525.69,757.79,259.3763122558594,125.74496459960938,121.4495849609375,179.94000244140625,716.42,1440.44,340.79,328.34,340.45,473.98,12.580400466918945,283.28
2020-08-12,375.55,451.55,233.74,110.30206298828125,101.77694702148438,525.53,757.42,265.9001159667969,125.59442138671875,121.14945983886719,179.10000610351562,701.15,1459.54,341.1,328.31,340.87,464.55,12.580400466918945,283.48
2020-08-13,376.15,451.84,233.76,110.35047912597656,101.77694702148438,525.9,758.42,266.50653076171875,125.49092864990234,120.05488586425781,183.3300018310547,701.5,1458.38,341.56,328.31,341.34,466.13,12.580400466918945,283.5
2020-08-14,,,,110.27301025390625,101.7861099243164,,,266.19354248046875,125.57559967041016,119.52529907226562,182.5399932861328,,,,,,,12.580400466918945,
2020-08-16,377.39,451.64,234.15,,,525.68,757.95,,,,,713.26,1477.68,342.57,328.29,342.54,473.61,,283.37
2020-08-17,377.5,451.58,234.15,111.00894165039062,101.79531860351562,525.6,757.68,269.2843017578125,125.65089416503906,119.77245330810547,186.5,708.14,1474.36,342.89,328.3,343.07,470.96,12.580400466918945,283.38
2020-08-18,376.86,451.38,234.04,111.42533111572266,101.7861099243164,525.33,757.12,271.87615966796875,125.72621154785156,120.11668395996094,188.17999267578125,704.91,1465.16,343.0,328.3,343.5,470.57,12.580400466918945,283.44
2020-08-19,376.81,451.45,234.01,111.2897720336914,101.7861099243164,525.38,757.17,270.0472412109375,125.65089416503906,119.7989273071289,182.24000549316406,702.88,1456.92,342.64,328.27,343.18,466.93,12.580400466918945,283.58
2020-08-20,376.85,451.72,233.96,112.77128601074219,101.7861099243164,525.61,757.74,273.793212890625,125.75438690185547,120.2226333618164,183.5,689.89,1433.63,342.22,328.29,342.95,457.42,12.580400466918945,284.16
2020-08-21,,,,114.20442962646484,101.7861099243164,,,275.6906433105469,125.77315521240234,120.4432373046875,182.02999877929688,,,,,,,12.580400466918945,
2020-08-23,377.16,451.85,234.03,,,525.91,758.57,,,,,696.58,1461.41,342.66,328.33,343.28,464.16,,283.57
