,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2023-08-28,365.8,408.01,249.41,169.0746307373047,105.77186584472656,466.28,596.39,364.8252868652344,111.34993743896484,101.44564819335938,178.1300048828125,2238.91,1990.47,367.51,330.08,371.81,1548.04,,294.73
2023-08-29,366.45,408.81,249.45,172.4642791748047,105.80061340332031,467.39,598.8,372.79296875,111.92581176757812,102.25495910644531,179.8699951171875,2221.8,1954.37,367.48,330.26,371.61,1534.39,,294.5
2023-08-30,367.1,409.77,249.49,173.7664337158203,105.81021118164062,468.66,601.28,374.8719482421875,111.90629577636719,102.1104507446289,180.32000732421875,2260.82,1967.69,367.59,330.6,371.4,1560.86,,294.5
2023-08-31,367.56,409.74,249.73,174.6113739013672,105.86768341064453,468.67,601.4,375.9960021972656,112.11125183105469,102.28388214111328,180.02000427246094,2270.73,1979.02,367.84,330.66,371.69,1569.55,,294.32
2023-09-01,,,,175.1481475830078,105.89751434326172,,,375.5981140136719,111.7708969116211,101.55577087402344,180.11000061035156,,,,,,,,
2023-09-03,366.4,409.05,249.62,,,467.71,599.22,,,,,2307.53,1958.87,367.44,330.63,371.43,1589.07,,294.52
2023-09-04,366.2,408.83,249.67,,,467.41,598.3,,,,,2314.32,1943.5,367.04,330.71,370.99,1596.16,,294.51
2023-09-05,365.92,408.99,249.76,175.77438354492188,105.89751434326172,467.6,598.78,376.0755920410156,111.47749328613281,100.8305892944336,178.63999938964844,2308.93,1952.39,367.54,330.77,371.39,1584.37,,294.63
2023-09-06,365.55,408.39,249.89,173.91555786132812,105.916748046875,466.8,596.76,372.76312255859375,111.16450500488281,100.73388671875,177.8300018310547,2326.97,1967.38,367.54,330.75,371.29,1595.23,,294.66
2023-09-07,365.35,407.75,249.83,171.40066528320312,105.9744873046875,465.94,594.75,370.0972900390625,111.4970474243164,101.1786880493164,178.02000427246094,2367.42,1956.47,367.27,330.64,370.95,1623.93,,294.67
2023-09-08,,,,171.7584991455078,105.9841079711914,,,370.6145324707031,111.43836975097656,101.25604248046875,178.0800018310547,,,,,,,,
2023-09-10,364.84,407.44,249.87,,,465.53,593.93,,,,,2357.73,1953.8,367.01,330.57,370.51,1618.63,,294.66
2023-09-11,365.37,408.51,250.06,172.65313720703125,106.00335693359375,466.93,597.37,374.9814147949219,111.38947296142578,101.06265258789062,178.41000366210938,2367.07,1963.33,367.24,330.67,370.64,1623.38,,294.76
2023-09-12,366.27,408.67,250.12,169.52194213867188,106.01295471191406,467.16,597.7,370.82342529296875,111.38947296142578,101.03363800048828,177.49000549316406,2358.56,1967.9,367.7,330.92,371.14,1624.46,,294.68
2023-09-13,365.92,408.68,250.21,169.94937133789062,106.03221130371094,467.12,597.56,372.2359313964844,111.53617858886719,101.25604248046875,177.0800018310547,2337.58,1951.05,367.92,330.94,371.5,1616.49,,294.9
2023-09-14,365.87,408.5,250.72,171.18197631835938,106.08031463623047,466.87,596.91,375.27978515625,111.4090347290039,101.07231903076172,177.1699981689453,2364.36,1955.98,368.07,331.0,371.97,1640.5,,294.92
2023-09-15,,,,167.8917236328125,106.08992767333984,,,368.8539123535156,111.22319793701172,100.9176025390625,178.33999633789062,,,,,,,,
2023-09-18,365.25,407.05,250.81,168.69862365722656,106.10917663574219,464.95,592.33,369.2384033203125,111.2134017944336,101.11100006103516,179.38999938964844,2386.79,1962.58,367.77,331.04,371.76,1656.69,,294.93
2023-09-19,365.16,407.02,250.85,168.6089630126953,106.10917663574219,464.92,592.1,368.4514465332031,110.96891021728516,100.77257537841797,179.22000122070312,2356.43,1958.73,367.72,331.13,371.79,1638.51,,294.89
2023-09-20,365.02,407.05,250.71,165.95919799804688,106.12840270996094,464.96,592.19,363.14190673828125,110.8515396118164,100.8112564086914,179.35000610351562,2371.93,1991.16,367.93,331.17,371.81,1649.8,,294.89
2023-09-21,363.24,406.42,250.71,163.428955078125,106.17652893066406,464.13,590.45,356.48748779296875,110.57769012451172,99.79597473144531,178.0500030517578,2346.84,1983.56,367.86,330.95,371.99,1632.9,,294.86
2023-09-22,,,,163.7776336669922,106.19575500488281,,,356.5373229980469,110.8515396118164,100.4051513671875,178.6199951171875,,,,,,,,
2023-09-25,,,,164.30557250976562,106.20539093017578,,,358.23077392578125,110.58746337890625,99.42855072021484,177.6999969482422,,,,,,,,
2023-09-26,362.69,405.75,250.6,161.3470001220703,106.21499633789062,463.25,588.06,352.8514709472656,110.56791687011719,99.14814758300781,176.27999877929688,2329.27,1969.38,367.06,331.06,371.15,1620.02,,294.85
2023-09-27,362.25,405.06,250.56,161.59603881835938,106.23424530029297,462.36,585.71,353.6783142089844,110.28427124023438,98.68402862548828,174.10000610351562,2369.28,1976.52,366.46,331.15,370.22,1651.1,,294.75
2023-09-28,361.98,404.28,250.69,162.7416229248047,106.28235626220703,461.27,583.33,356.6369323730469,110.61680603027344,98.85807037353516,173.22999572753906,2405.04,1990.04,366.21,331.22,369.87,1681.57,,294.95
2023-09-29,,,,163.29946899414062,106.28235626220703,,,356.89593505859375,110.67549133300781,98.64533996582031,171.4499969482422,,,,,,,,
2023-10-01,363.29,405.38,251.04,,,462.69,586.57,,,,,2419.08,2009.53,367.3,331.43,371.23,1689.61,,295.13
2023-10-02,362.89,405.41,251.06,165.0526885986328,106.30651092529297,462.72,586.4,359.8744812011719,110.21775817871094,97.74161529541016,169.64999389648438,2403.66,2022.94,367.8,331.48,372.11,1684.7,,295.17
2023-10-03,362.15,404.6,251.1,162.25350952148438,106.31616973876953,461.63,583.56,353.55877685546875,109.78650665283203,96.6155776977539,169.16000366210938,2371.15,1998.58,367.73,331.58,372.13,1663.89,,295.22
2023-10-04,361.14,403.54,251.06,164.2757110595703,106.35482025146484,460.19,579.96,358.3702392578125,110.23735809326172,97.46011352539062,169.13999938964844,2354.47,1967.14,367.12,331.55,371.51,1656.52,,295.32
2023-10-05,361.74,404.09,251.2,164.49485778808594,106.41278076171875,460.89,581.08,357.3143005371094,110.47258758544922,97.34361267089844,168.8300018310547,2308.17,1967.28,367.43,331.82,371.66,1623.85,,295.45
2023-10-06,,,,167.57296752929688,106.42244720458984,,,363.30126953125,110.10013580322266,97.05239868164062,169.6999969482422,,,,,,,,
2023-10-08,356.98,400.11,250.76,,,455.67,569.39,,,,,2069.42,1812.75,361.22,331.2,363.6,1474.08,,295.21
2023-10-09,356.03,400.32,251.13,168.4396209716797,106.43211364746094,455.95,568.35,365.15411376953125,110.99208068847656,98.25608825683594,172.82000732421875,2018.1,1817.02,361.95,331.91,364.11,1439.1,,295.18
2023-10-10,356.98,401.27,251.63,168.69862365722656,106.4417724609375,457.26,570.72,367.17633056640625,110.80585479736328,98.29491424560547,172.52999877929688,2093.73,1854.66,363.85,332.09,366.44,1496.46,,295.02
2023-10-11,359.2,403.31,252.4,170.2625732421875,106.4514389038086,459.97,574.99,369.7962646484375,110.95286560058594,98.89676666259766,173.7899932861328,2074.36,1819.4,365.04,333.21,367.69,1483.38,,295.01
2023-10-12,364.28,407.27,253.0,170.42196655273438,106.50939178466797,465.23,585.56,368.5111999511719,110.4530029296875,97.86781311035156,173.25999450683594,2020.74,1824.32,367.98,334.54,371.02,1450.67,,294.99
2023-10-13,,,,167.9813995361328,106.52872467041016,,,363.8790283203125,110.73724365234375,98.41140747070312,178.8300018310547,,,,,,,,
2023-10-15,361.74,405.74,253.06,,,463.2,580.54,,,,,1965.53,1743.43,366.34,334.3,368.97,1408.32,,294.99
2023-10-16,363.87,405.81,252.59,169.5951690673828,106.53837585449219,463.35,580.47,367.9931945800781,110.4137954711914,97.73190307617188,177.9600067138672,2033.07,1779.83,367.14,334.68,369.55,1453.19,,294.8
2023-10-17,360.6,402.6,252.58,168.80819702148438,106.54804992675781,459.03,572.0,366.787841796875,109.69828033447266,96.955322265625,178.2899932861328,2024.37,1761.02,365.88,333.58,368.74,1446.17,,294.97
2023-10-18,360.87,403.38,252.7,167.07489013671875,106.55770874023438,460.12,573.42,361.9763488769531,109.45323944091797,96.17876434326172,180.8699951171875,2048.59,1766.43,365.31,334.1,367.92,1455.21,,294.81
2023-10-19,357.65,401.14,252.61,166.1185760498047,106.60601043701172,457.18,565.46,358.58941650390625,109.39444732666016,95.40218353271484,183.08999633789062,2014.93,1738.67,363.3,334.1,365.19,1435.53,,294.67
2023-10-20,,,,163.30941772460938,106.63500213623047,,,353.2400207519531,109.86489868164062,95.78076171875,183.58999633789062,,,,,,,,
2023-10-22,356.14,400.16,252.34,,,455.89,562.85,,,,,1957.92,1685.42,361.09,333.83,362.37,1397.15,,294.58
2023-10-23,356.58,399.93,252.17,163.4987030029297,106.65432739257812,455.59,561.46,354.305908203125,110.11975860595703,96.52821350097656,182.97000122070312,1917.28,1667.81,359.53,334.03,359.85,1375.68,,294.58
2023-10-24,355.6,399.93,252.06,164.6243438720703,106.66397857666016,455.61,561.45,357.75262451171875,110.10993957519531,97.07181549072266,182.9499969482422,1952.07,1684.71,359.14,334.1,358.8,1395.28,,294.51
2023-10-25,355.25,399.58,252.08,162.68185424804688,106.66397857666016,455.15,560.46,348.996337890625,109.6590576171875,96.18846130371094,183.72000122070312,1908.62,1677.47,359.27,334.02,359.22,1373.82,,294.52
2023-10-26,352.51,397.57,252.24,159.57386779785156,106.73162078857422,452.51,554.68,342.34197998046875,110.19815063476562,96.88737487792969,184.00999450683594,1859.37,1639.35,357.33,333.89,357.49,1344.02,,294.36
2023-10-27,,,,160.50027465820312,106.75093841552734,,,343.9856262207031,110.38439178466797,96.6932373046875,186.14999389648438,,,,,,,,
2023-10-29,351.3,397.17,252.22,,,451.96,553.37,,,,,1902.31,1657.98,357.63,333.67,358.26,1372.48,,294.4
2023-10-30,350.15,396.25,252.38,162.22361755371094,106.7605972290039,450.76,549.83,347.8607177734375,110.16876220703125,96.40200805664062,185.10000610351562,1955.57,1697.84,357.74,333.75,358.61,1404.7,,294.32
2023-10-31,351.33,397.98,252.56,163.379150390625,106.7605972290039,453.09,556.27,349.5242919921875,110.06094360351562,96.26611328125,184.08999633789062,1943.95,1714.12,359.0,333.89,360.37,1401.21,,294.27
2023-11-01,352.15,399.6,252.81,166.53695678710938,106.79747009277344,455.23,561.39,355.5909423828125,110.8027572631836,97.64376068115234,183.50999450683594,1938.37,1736.98,360.28,334.27,361.9,1398.9,,294.33
2023-11-02,354.32,401.4,252.77,169.3560791015625,106.84597778320312,457.63,566.97,362.04608154296875,110.98944854736328,98.80318450927734,184.1199951171875,1964.14,1768.26,362.6,334.56,364.8,1421.07,,294.33
2023-11-03,,,,171.09934997558594,106.87509155273438,,,366.29974365234375,111.67725372314453,99.29032897949219,184.7899932861328,,,,,,,,
2023-11-05,357.89,403.78,252.91,,,460.75,574.49,,,,,2020.69,1812.47,365.02,335.01,367.49,1448.85,,294.52
2023-11-06,358.25,404.31,252.83,172.22499084472656,106.86538696289062,461.45,576.37,367.7939758300781,111.2350845336914,98.76420593261719,183.35000610351562,1999.49,1798.09,365.06,335.12,367.91,1438.9,,294.57
2023-11-07,359.4,405.06,252.59,174.10772705078125,106.89450073242188,462.48,579.06,371.2705993652344,111.52984619140625,99.55338287353516,182.58999633789062,1996.89,1816.44,365.64,335.25,368.52,1437.9,,294.48
2023-11-08,360.68,406.83,252.81,175.09393310546875,106.90420532226562,464.86,585.1,371.5096740722656,111.65758514404297,100.06001281738281,180.77000427246094,1980.36,1810.53,366.61,335.49,369.5,1429.58,,294.42
2023-11-09,359.68,405.11,252.61,174.27708435058594,106.9430160522461,462.53,578.68,368.65069580078125,111.04840087890625,99.04676055908203,181.49000549316406,1963.36,1798.93,366.38,335.45,369.39,1420.06,,294.54
2023-11-10,,,,178.82949829101562,106.97212219238281,,,376.93878173828125,111.04840087890625,99.54364776611328,179.50999450683594,,,,,,,,
2023-11-12,356.3,402.34,252.52,,,458.76,569.18,,,,,1942.33,1768.92,364.75,335.06,367.52,1403.07,,294.83
2023-11-13,355.55,402.44,252.54,177.78355407714844,106.98181915283203,458.93,569.36,375.7632751464844,111.0975341796875,99.55338287353516,180.50999450683594,1927.51,1748.61,364.11,335.23,366.42,1396.12,,294.67
2023-11-14,357.52,404.5,252.7,181.3397979736328,107.02064514160156,461.71,576.37,383.85211181640625,112.18817138671875,101.11225128173828,182.1199951171875,1939.94,1790.92,366.07,335.45,368.18,1401.53,,294.57
2023-11-15,357.01,404.02,252.79,181.5689239501953,107.03031921386719,461.07,574.67,384.1410217285156,111.67725372314453,100.58612823486328,181.63999938964844,1954.21,1797.03,366.14,335.42,368.5,1410.93,,294.58
2023-11-16,357.85,404.82,252.7,182.4754180908203,107.08855438232422,462.13,576.9,384.4697570800781,112.20782470703125,101.41429138183594,183.69000244140625,1965.39,1831.45,367.06,335.63,369.85,1410.69,,294.57
2023-11-17,,,,182.09689331054688,107.0982437133789,,,384.5594177246094,112.119384765625,101.70657348632812,183.6699981689453,,,,,,,,
2023-11-19,356.84,404.5,252.65,,,461.72,576.06,,,,,1980.51,1831.22,366.76,335.48,369.56,1424.92,,294.57
2023-11-20,357.99,405.51,252.66,184.73667907714844,107.10795593261719,463.05,579.54,389.2413635253906,112.18817138671875,102.11579132080078,183.3699951171875,2019.96,1840.66,367.05,335.58,369.73,1449.56,,294.59
2023-11-21,359.73,407.15,252.72,183.24244689941406,107.1467514038086,465.23,584.75,386.9801025390625,112.3355484008789,102.1449966430664,185.35000610351562,2016.43,1848.54,367.73,335.84,370.45,1443.33,,294.61
2023-11-22,360.32,407.36,253.06,184.05931091308594,107.18557739257812,465.51,585.77,388.56402587890625,112.26677703857422,102.55420684814453,184.55999755859375,2050.14,1880.79,368.83,335.86,371.64,1459.59,,294.57
2023-11-23,359.82,406.64,253.32,,,464.56,583.71,,,,,2083.95,1881.06,369.04,335.77,372.34,1477.72,,294.6
2023-11-24,,,,183.70069885253906,107.19527435302734,,,388.01611328125,111.99166870117188,102.0280990600586,185.52000427246094,,,,,,,,
2023-11-26,358.73,405.85,253.29,,,463.48,581.32,,,,,2121.1,1893.42,368.44,335.74,372.06,1513.32,,294.65
2023-11-27,359.71,407.16,253.47,183.69073486328125,107.21468353271484,465.22,585.51,387.67742919921875,112.44364166259766,102.85624694824219,186.77000427246094,2118.56,1879.04,368.8,335.89,372.26,1515.13,,294.7
2023-11-28,360.26,407.33,253.64,184.0393829345703,107.24378204345703,465.44,585.64,388.6935119628906,112.8956069946289,103.26544952392578,189.25999450683594,2122.03,1891.84,369.52,336.05,372.99,1516.44,,294.69
2023-11-29,362.46,408.73,253.77,184.17884826660156,107.26319122314453,467.25,590.21,388.31494140625,113.26897430419922,104.10333251953125,189.5399932861328,2142.64,1913.06,370.16,336.23,373.79,1525.36,,294.93
2023-11-30,361.53,407.66,253.96,184.44781494140625,107.30199432373047,465.75,586.24,387.3387145996094,113.03317260742188,103.55773162841797,188.75,2115.6,1874.5,370.25,336.34,373.84,1509.97,,295.23
2023-12-01,,,,184.86619567871094,107.33611297607422,,,388.4444885253906,113.70781707763672,104.80458068847656,192.00999450683594,,,,,,,,
2023-12-03,361.63,408.42,254.14,,,466.79,588.71,,,,,2133.64,1886.09,370.95,336.39,374.64,1517.15,,295.1
2023-12-04,361.86,408.74,254.32,182.61489868164062,107.34586334228516,467.26,589.8,384.8383483886719,113.3532485961914,104.32540130615234,187.86000061035156,2164.76,1900.72,371.57,336.56,375.25,1539.54,,294.96
2023-12-05,362.96,409.98,254.58,183.71066284179688,107.3653564453125,468.9,594.04,385.80462646484375,113.77677154541016,105.1566390991211,187.14999389648438,2185.66,1942.66,372.6,336.7,376.35,1553.03,,294.96
2023-12-06,364.13,410.8,254.48,182.15664672851562,107.38484191894531,470.01,597.25,383.5732116699219,113.91465759277344,105.5478286743164,187.83999633789062,2190.87,1938.51,373.58,336.74,377.74,1547.2,,294.87
2023-12-07,363.88,411.28,254.42,184.3681182861328,107.43357849121094,470.65,598.87,388.9326171875,113.91465759277344,105.55760192871094,188.14999389648438,2189.88,1952.53,373.14,336.94,377.11,1544.93,,294.91
2023-12-08,,,,185.94204711914062,107.43357849121094,,,390.6659240722656,113.3532485961914,104.99040222167969,185.63999938964844,,,,,,,,
2023-12-10,362.84,410.3,254.21,,,469.36,595.6,,,,,2195.8,1941.5,372.33,336.72,376.16,1546.5,,294.89
2023-12-11,362.36,409.4,254.26,187.56576538085938,107.43357849121094,468.16,592.34,394.0030517578125,113.36310577392578,104.9610595703125,183.58999633789062,2173.04,1898.22,371.79,336.74,375.44,1531.46,,294.85
2023-12-12,363.42,410.19,254.18,188.8109588623047,107.46280670166016,469.23,595.23,397.1409912109375,113.51084899902344,105.55760192871094,183.49000549316406,2149.12,1885.51,372.3,336.59,376.17,1518.98,,294.81
2023-12-13,364.17,411.05,253.96,190.47454833984375,107.50177764892578,470.37,597.99,402.1915283203125,114.7222900390625,107.3276596069336,187.6300048828125,2119.76,1880.46,373.01,336.72,376.99,1495.57,,294.8
2023-12-14,367.94,413.94,253.87,190.00634765625,107.55465698242188,474.21,606.92,401.8428955078125,115.22782135009766,108.46907043457031,188.72999572753906,2164.86,1941.12,375.21,337.09,379.35,1526.05,,294.81
2023-12-15,,,,190.962646484375,107.564453125,,,403.785400390625,115.07972717285156,108.3120346069336,187.0,,,,,,,,
2023-12-17,368.74,414.48,253.9,,,474.9,608.33,,,,,2143.49,1946.12,376.04,337.32,380.14,1508.41,,294.92
2023-12-18,368.61,414.17,253.9,191.53372192382812,107.58403015136719,474.52,607.33,406.3287048339844,114.94148254394531,107.8605728149414,187.85000610351562,2166.57,1951.93,376.46,337.23,380.94,1532.27,,294.81
2023-12-19,369.82,415.11,253.86,192.26251220703125,107.58403015136719,475.76,610.52,408.4048767089844,115.04022216796875,107.99797821044922,189.1300048828125,2206.37,1982.59,377.14,337.26,381.74,1568.36,,294.86
2023-12-20,369.94,415.34,253.97,189.3572998046875,107.61339569091797,476.07,611.53,402.3360595703125,115.42529296875,108.2825927734375,188.10000610351562,2248.34,2017.22,377.45,337.28,382.06,1603.92,,294.86
2023-12-21,369.06,415.4,253.98,191.48379516601562,107.68192291259766,476.15,611.8,407.0174255371094,115.42529296875,108.24333953857422,189.42999267578125,2222.91,2000.08,376.45,337.29,380.69,1583.43,,294.86
2023-12-22,,,,191.73338317871094,107.70150756835938,,,407.6263122558594,115.41543579101562,108.05685424804688,190.27000427246094,,,,,,,,
2023-12-24,369.22,415.05,253.92,,,475.66,610.12,,,,,2185.69,1980.25,376.91,337.37,381.6,1560.89,,294.92
2023-12-25,368.46,414.72,253.77,,,475.21,608.56,,,,,2200.28,2002.13,376.13,337.4,380.64,1572.91,,294.96
2023-12-26,368.5,414.07,253.94,192.53207397460938,107.7210922241211,474.34,605.87,410.1217041015625,115.38581085205078,108.2825927734375,191.72000122070312,2161.95,1981.02,375.5,337.39,379.8,1552.62,,294.99
2023-12-27,368.48,413.89,253.94,192.52207946777344,107.7210922241211,474.03,605.11,410.95660400390625,115.88937377929688,109.29348754882812,192.58999633789062,2186.84,1994.3,375.69,337.38,379.93,1567.0,,295.24
